T; t1; t2;
23; 37,03; 37,11
23; 36,62; 36,59
26; 35,86; 35,35
26; 35,21; 34,52
29; 33,16; 32,48
29; 32,64; 32,53
32; 30,95; 30,96
32; 30,36; 31,82
35; 29,07; 29,37
35; 29,32; 29,22
38; 28,15; 28,57
38; 27,14; 27,76
41; 26,08; 26,38
41; 26,68; 25,97
44; 25,58; 24,85
44; 25,58; 24,92
47; 24,39; 23,85
47; 23,98; 23,33
50; 22,47; 23,00
50; 22,68; 22,49
