time [µs]	Amp[V]	HF [V]	TGC [dB]
32,6	0,014	-0,003	10,079
32,7	0,009	-0,011	10,236
32,8	0,005	-0,003	10,079
32,9	0,004	-0,003	10,079
33,0	0,005	-0,003	10,079
33,1	0,007	-0,003	10,079
33,2	0,007	0,005	10,079
33,3	0,006	0,005	10,079
33,4	0,005	0,005	10,079
33,5	0,005	-0,003	10,236
33,6	0,007	-0,003	10,236
33,7	0,011	-0,011	10,236
33,8	0,014	-0,003	10,079
33,9	0,015	0,013	10,236
34,0	0,016	0,013	10,236
34,1	0,018	0,005	10,079
34,2	0,021	-0,019	10,236
34,3	0,023	-0,019	10,079
34,4	0,024	0,005	10,079
34,5	0,022	0,021	10,236
34,6	0,018	0,013	10,079
34,7	0,014	0,005	10,079
34,8	0,012	-0,011	10,236
34,9	0,012	-0,011	10,236
35,0	0,013	-0,003	10,236
35,1	0,014	0,005	10,236
35,2	0,014	0,013	10,236
35,3	0,013	0,013	10,236
35,4	0,012	0,005	10,236
35,5	0,011	-0,003	10,236
35,6	0,010	-0,011	10,236
35,7	0,009	0,005	10,236
35,8	0,007	0,005	10,236
35,9	0,006	0,005	10,236
36,0	0,006	0,005	10,236
36,1	0,005	-0,003	10,236
36,2	0,005	-0,003	10,236
36,3	0,004	-0,003	10,236
36,4	0,005	-0,003	10,236
36,5	0,005	0,005	10,236
36,6	0,006	0,005	10,236
36,7	0,007	0,005	10,236
36,8	0,006	0,005	10,236
36,9	0,005	-0,003	10,236
37,0	0,004	-0,003	10,236
37,1	0,004	-0,003	10,236
37,2	0,005	-0,003	10,236
37,3	0,006	0,005	10,236
37,4	0,006	0,005	10,236
37,5	0,005	-0,003	10,394
37,6	0,004	-0,003	10,394
37,7	0,004	-0,003	10,394
37,8	0,005	-0,003	10,394
37,9	0,006	0,005	10,236
38,0	0,007	0,005	10,236
38,1	0,006	0,005	10,236
38,2	0,005	-0,003	10,236
38,3	0,004	-0,003	10,236
38,4	0,004	-0,003	10,236
38,5	0,005	-0,003	10,394
38,6	0,006	0,005	10,394
38,7	0,007	0,005	10,394
38,8	0,006	0,005	10,394
38,9	0,005	-0,003	10,394
39,0	0,004	-0,003	10,394
39,1	0,004	-0,003	10,394
39,2	0,005	-0,003	10,394
39,3	0,006	0,005	10,394
39,4	0,007	0,005	10,236
39,5	0,006	0,005	10,236
39,6	0,005	-0,003	10,394
39,7	0,004	-0,003	10,394
39,8	0,004	-0,003	10,394
39,9	0,005	-0,003	10,394
40,0	0,006	0,005	10,394
40,1	0,007	0,005	10,394
40,2	0,007	0,005	10,394
40,3	0,005	-0,003	10,394
40,4	0,003	-0,003	10,394
40,5	0,003	-0,003	10,394
40,6	0,004	-0,003	10,394
40,7	0,005	-0,003	10,394
40,8	0,006	0,005	10,394
40,9	0,006	0,005	10,394
41,0	0,005	-0,003	10,394
41,1	0,004	-0,003	10,394
41,2	0,005	-0,003	10,394
41,3	0,006	0,005	10,394
41,4	0,006	0,005	10,551
41,5	0,006	0,005	10,394
41,6	0,005	-0,003	10,394
41,7	0,005	-0,003	10,551
41,8	0,005	-0,003	10,394
41,9	0,006	0,005	10,394
42,0	0,006	0,005	10,394
42,1	0,006	-0,003	10,394
42,2	0,005	-0,003	10,394
42,3	0,004	-0,003	10,551
42,4	0,004	0,005	10,551
42,5	0,004	-0,003	10,394
42,6	0,005	-0,003	10,551
42,7	0,005	-0,003	10,551
42,8	0,006	0,005	10,551
42,9	0,006	0,005	10,551
43,0	0,006	0,005	10,551
43,1	0,006	-0,003	10,394
43,2	0,005	-0,003	10,551
43,3	0,004	-0,003	10,394
43,4	0,004	0,005	10,394
43,5	0,004	-0,003	10,551
43,6	0,005	0,005	10,551
43,7	0,006	-0,003	10,551
43,8	0,007	0,005	10,551
43,9	0,006	0,005	10,551
44,0	0,006	-0,003	10,551
44,1	0,005	-0,003	10,551
44,2	0,005	-0,003	10,551
44,3	0,005	0,005	10,551
44,4	0,007	0,005	10,551
44,5	0,008	-0,003	10,551
44,6	0,010	-0,011	10,551
44,7	0,011	-0,003	10,551
44,8	0,012	0,005	10,551
44,9	0,011	0,013	10,551
45,0	0,009	0,005	10,551
45,1	0,007	-0,003	10,551
45,2	0,005	-0,003	10,551
45,3	0,003	-0,003	10,551
45,4	0,004	-0,003	10,551
45,5	0,004	-0,003	10,551
45,6	0,005	0,005	10,551
45,7	0,006	0,005	10,551
45,8	0,007	0,005	10,551
45,9	0,009	-0,003	10,551
46,0	0,011	-0,011	10,551
46,1	0,012	0,005	10,551
46,2	0,013	0,013	10,551
46,3	0,012	0,005	10,551
46,4	0,011	-0,003	10,551
46,5	0,010	-0,011	10,709
46,6	0,008	-0,003	10,709
46,7	0,007	0,005	10,709
46,8	0,006	0,005	10,709
46,9	0,005	-0,003	10,551
47,0	0,005	-0,003	10,551
47,1	0,006	0,005	10,709
47,2	0,006	0,005	10,709
47,3	0,005	-0,003	10,551
47,4	0,005	-0,003	10,551
47,5	0,005	-0,003	10,709
47,6	0,005	0,005	10,709
47,7	0,006	0,005	10,709
47,8	0,007	0,005	10,709
47,9	0,007	-0,003	10,709
48,0	0,005	-0,003	10,709
48,1	0,004	-0,003	10,709
48,2	0,002	-0,003	10,709
48,3	0,002	-0,003	10,709
48,4	0,004	-0,003	10,709
48,5	0,006	-0,003	10,709
48,6	0,007	0,005	10,709
48,7	0,007	0,005	10,709
48,8	0,005	-0,003	10,709
48,9	0,003	-0,003	10,709
49,0	0,003	-0,003	10,709
49,1	0,003	-0,003	10,709
49,2	0,005	-0,003	10,709
49,3	0,007	-0,003	10,709
49,4	0,007	0,005	10,709
49,5	0,006	0,005	10,866
49,6	0,005	0,005	10,709
49,7	0,005	-0,003	10,709
49,8	0,005	0,005	10,709
49,9	0,006	0,005	10,709
50,0	0,007	-0,003	10,709
50,1	0,006	-0,003	10,709
50,2	0,004	0,005	10,709
50,3	0,003	-0,003	10,709
50,4	0,004	-0,003	10,709
50,5	0,007	-0,003	10,709
50,6	0,009	-0,003	10,709
50,7	0,010	0,013	10,709
50,8	0,010	0,005	10,866
50,9	0,008	-0,003	10,709
51,0	0,006	0,005	10,709
51,1	0,005	0,005	10,709
51,2	0,004	-0,003	10,709
51,3	0,005	-0,003	10,709
51,4	0,006	-0,003	10,709
51,5	0,009	0,005	10,709
51,6	0,011	0,013	10,866
51,7	0,013	0,005	10,866
51,8	0,012	-0,003	10,866
51,9	0,010	-0,011	10,866
52,0	0,008	-0,003	10,866
52,1	0,006	0,005	10,866
52,2	0,006	0,005	10,866
52,3	0,007	0,005	10,709
52,4	0,008	0,005	10,709
52,5	0,007	-0,003	10,709
52,6	0,006	-0,003	10,709
52,7	0,004	-0,003	10,866
52,8	0,004	-0,003	10,866
52,9	0,005	-0,003	10,866
53,0	0,006	0,005	10,866
53,1	0,005	-0,003	10,866
53,2	0,004	-0,003	10,866
53,3	0,003	-0,003	10,866
53,4	0,003	-0,003	10,866
53,5	0,003	-0,003	10,866
53,6	0,005	-0,003	10,866
53,7	0,005	-0,003	10,866
53,8	0,005	0,005	10,866
53,9	0,004	-0,003	10,866
54,0	0,004	-0,003	10,866
54,1	0,005	-0,003	10,866
54,2	0,006	0,005	10,866
54,3	0,007	0,005	11,024
54,4	0,006	0,005	10,866
54,5	0,005	-0,003	10,866
54,6	0,004	0,005	10,866
54,7	0,005	-0,003	10,866
54,8	0,006	0,005	10,866
54,9	0,006	-0,003	10,866
55,0	0,005	-0,003	10,866
55,1	0,004	-0,003	10,866
55,2	0,003	-0,003	10,866
55,3	0,003	-0,003	10,866
55,4	0,004	-0,003	10,866
55,5	0,005	-0,003	11,024
55,6	0,005	0,005	11,024
55,7	0,005	-0,003	11,024
55,8	0,004	0,005	11,024
55,9	0,004	-0,003	11,024
56,0	0,005	-0,003	11,024
56,1	0,006	-0,003	10,866
56,2	0,006	0,005	10,866
56,3	0,006	0,005	10,866
56,4	0,005	-0,003	10,866
56,5	0,006	-0,003	10,866
56,6	0,006	0,005	10,866
56,7	0,006	0,005	11,024
56,8	0,005	-0,003	11,024
56,9	0,004	-0,003	11,024
57,0	0,004	-0,003	11,024
57,1	0,004	-0,003	11,024
57,2	0,006	0,005	11,024
57,3	0,007	0,005	11,024
57,4	0,007	-0,003	11,024
57,5	0,005	-0,003	11,024
57,6	0,003	-0,003	10,866
57,7	0,002	-0,003	11,024
57,8	0,002	-0,003	11,024
57,9	0,004	-0,003	11,024
58,0	0,005	-0,003	11,024
58,1	0,007	0,005	11,024
58,2	0,007	0,005	11,024
58,3	0,006	-0,003	11,024
58,4	0,005	-0,003	11,024
58,5	0,003	-0,003	11,024
58,6	0,002	-0,003	11,024
58,7	0,003	-0,003	11,024
58,8	0,006	-0,003	11,024
58,9	0,015	-0,011	11,024
59,0	0,030	0,013	11,024
59,1	0,052	0,052	11,024
59,2	0,083	0,036	11,024
59,3	0,122	-0,082	11,024
59,4	0,163	-0,152	11,181
59,5	0,203	-0,019	11,024
59,6	0,233	0,210	11,024
59,7	0,248	0,194	11,024
59,8	0,245	-0,050	11,024
59,9	0,226	-0,215	11,024
60,0	0,196	-0,145	11,024
60,1	0,163	0,029	11,024
60,2	0,133	0,123	11,024
60,3	0,108	0,092	11,024
60,4	0,088	0,013	11,024
60,5	0,073	-0,050	11,024
60,6	0,059	-0,058	11,181
60,7	0,047	-0,034	11,181
60,8	0,038	-0,003	11,181
60,9	0,033	0,021	11,181
61,0	0,032	0,029	11,181
61,1	0,033	0,029	11,181
61,2	0,034	0,005	11,181
61,3	0,032	-0,027	11,024
61,4	0,029	-0,027	11,024
61,5	0,024	-0,011	11,181
61,6	0,019	0,005	11,181
61,7	0,014	0,013	11,024
61,8	0,011	0,013	11,181
61,9	0,010	0,005	11,181
62,0	0,010	0,005	11,181
62,1	0,010	-0,003	11,181
62,2	0,012	-0,011	11,181
62,3	0,013	-0,011	11,181
62,4	0,014	-0,011	11,181
62,5	0,015	0,005	11,181
62,6	0,015	0,013	11,181
62,7	0,015	0,013	11,181
62,8	0,015	0,005	11,181
62,9	0,013	-0,011	11,181
63,0	0,011	-0,011	11,181
63,1	0,010	-0,003	11,181
63,2	0,009	0,005	11,181
63,3	0,010	0,005	11,181
63,4	0,010	0,013	11,181
63,5	0,010	0,005	11,181
63,6	0,009	-0,003	11,181
63,7	0,006	-0,003	11,181
63,8	0,004	-0,003	11,181
63,9	0,002	-0,003	11,181
64,0	0,003	-0,003	11,181
64,1	0,005	0,005	11,181
64,2	0,008	0,005	11,181
64,3	0,010	0,005	11,181
64,4	0,010	0,005	11,181
64,5	0,009	-0,011	11,181
64,6	0,006	-0,003	11,339
64,7	0,004	-0,003	11,339
64,8	0,003	-0,003	11,339
64,9	0,003	-0,003	11,181
65,0	0,003	-0,003	11,181
65,1	0,005	0,005	11,339
65,2	0,006	-0,003	11,339
65,3	0,008	-0,003	11,339
65,4	0,009	-0,003	11,339
65,5	0,009	-0,011	11,181
65,6	0,008	0,005	11,181
65,7	0,007	0,005	11,339
65,8	0,006	0,005	11,339
65,9	0,006	-0,003	11,339
66,0	0,007	-0,003	11,339
66,1	0,009	-0,011	11,339
66,2	0,009	0,005	11,339
66,3	0,008	0,005	11,339
66,4	0,007	0,005	11,339
66,5	0,006	0,005	11,339
66,6	0,005	0,005	11,339
66,7	0,005	-0,003	11,339
66,8	0,005	-0,003	11,339
66,9	0,005	-0,003	11,339
67,0	0,006	0,005	11,339
67,1	0,006	0,005	11,339
67,2	0,006	-0,003	11,339
67,3	0,006	-0,003	11,339
67,4	0,005	-0,003	11,339
67,5	0,004	-0,003	11,339
67,6	0,004	0,005	11,339
67,7	0,005	-0,003	11,339
67,8	0,006	0,005	11,339
67,9	0,006	-0,003	11,339
68,0	0,005	-0,003	11,339
68,1	0,004	-0,003	11,339
68,2	0,003	-0,003	11,339
68,3	0,003	-0,003	11,339
68,4	0,003	-0,003	11,339
68,5	0,003	-0,003	11,339
68,6	0,003	-0,003	11,496
68,7	0,003	-0,003	11,496
68,8	0,003	-0,003	11,496
68,9	0,003	-0,003	11,496
69,0	0,004	-0,003	11,496
69,1	0,006	0,005	11,339
69,2	0,009	0,005	11,339
69,3	0,011	-0,003	11,339
69,4	0,011	-0,011	11,339
69,5	0,011	-0,011	11,339
69,6	0,010	-0,003	11,339
69,7	0,008	0,005	11,339
69,8	0,007	0,005	11,496
69,9	0,005	-0,003	11,496
70,0	0,004	-0,003	11,496
70,1	0,004	-0,003	11,496
70,2	0,005	0,005	11,496
70,3	0,006	-0,003	11,496
70,4	0,008	-0,003	11,496
70,5	0,008	-0,011	11,496
70,6	0,008	-0,003	11,339
70,7	0,008	0,005	11,339
70,8	0,007	0,005	11,496
70,9	0,007	-0,003	11,339
71,0	0,007	-0,003	11,496
71,1	0,007	-0,011	11,496
71,2	0,008	-0,003	11,496
71,3	0,008	-0,003	11,496
71,4	0,007	0,005	11,496
71,5	0,007	0,005	11,496
71,6	0,006	0,005	11,496
71,7	0,005	-0,003	11,496
71,8	0,004	-0,003	11,496
71,9	0,004	-0,003	11,496
72,0	0,004	-0,003	11,496
72,1	0,004	-0,003	11,496
72,2	0,005	0,005	11,496
72,3	0,005	-0,003	11,654
72,4	0,004	-0,003	11,654
72,5	0,003	-0,003	11,496
72,6	0,003	-0,003	11,654
72,7	0,004	-0,003	11,496
72,8	0,005	0,005	11,496
72,9	0,005	-0,003	11,496
73,0	0,004	-0,003	11,496
73,1	0,003	-0,003	11,496
73,2	0,002	-0,003	11,496
73,3	0,002	-0,003	11,496
73,4	0,003	-0,003	11,496
73,5	0,004	-0,003	11,654
73,6	0,005	-0,003	11,654
73,7	0,006	-0,003	11,654
73,8	0,006	0,005	11,654
73,9	0,007	0,005	11,654
74,0	0,007	0,005	11,654
74,1	0,005	-0,003	11,654
74,2	0,004	-0,003	11,654
74,3	0,003	-0,003	11,654
74,4	0,003	-0,003	11,496
74,5	0,004	-0,003	11,496
74,6	0,005	-0,003	11,496
74,7	0,006	0,005	11,654
74,8	0,006	-0,003	11,654
74,9	0,006	-0,003	11,654
75,0	0,005	0,005	11,654
75,1	0,005	-0,003	11,654
75,2	0,005	-0,003	11,654
75,3	0,005	0,005	11,654
75,4	0,005	-0,003	11,654
75,5	0,004	-0,003	11,654
75,6	0,004	-0,003	11,654
75,7	0,003	-0,003	11,654
75,8	0,003	-0,003	11,654
75,9	0,003	-0,003	11,654
76,0	0,003	-0,003	11,654
76,1	0,003	-0,003	11,654
76,2	0,003	-0,003	11,654
76,3	0,003	-0,003	11,654
76,4	0,003	-0,003	11,654
76,5	0,003	-0,003	11,654
76,6	0,003	-0,003	11,654
76,7	0,004	-0,003	11,654
76,8	0,004	-0,003	11,654
76,9	0,004	-0,003	11,654
77,0	0,005	-0,003	11,654
77,1	0,005	-0,003	11,654
77,2	0,006	0,005	11,654
77,3	0,006	-0,003	11,654
77,4	0,005	0,005	11,654
77,5	0,004	-0,003	11,654
77,6	0,003	-0,003	11,654
77,7	0,002	-0,003	11,654
77,8	0,003	-0,003	11,654
77,9	0,006	-0,003	11,811
78,0	0,009	-0,011	11,811
78,1	0,011	-0,003	11,654
78,2	0,010	0,005	11,654
78,3	0,008	0,005	11,654
78,4	0,005	0,005	11,654
78,5	0,003	-0,003	11,654
78,6	0,003	-0,003	11,654
78,7	0,005	-0,003	11,654
78,8	0,006	-0,003	11,811
78,9	0,007	0,005	11,811
79,0	0,007	0,005	11,811
79,1	0,006	0,005	11,811
79,2	0,007	0,005	11,811
79,3	0,007	-0,003	11,811
79,4	0,008	-0,003	11,811
79,5	0,008	-0,011	11,811
79,6	0,007	0,005	11,654
79,7	0,007	-0,003	11,654
79,8	0,006	0,005	11,811
79,9	0,006	0,005	11,811
80,0	0,005	-0,003	11,811
80,1	0,005	-0,003	11,811
80,2	0,004	-0,003	11,811
80,3	0,003	-0,003	11,811
80,4	0,003	-0,003	11,811
80,5	0,003	-0,003	11,811
80,6	0,003	-0,003	11,811
80,7	0,004	-0,003	11,969
80,8	0,005	-0,003	11,811
80,9	0,006	-0,003	11,811
81,0	0,006	0,005	11,811
81,1	0,006	0,005	11,811
81,2	0,005	-0,003	11,811
81,3	0,004	-0,003	11,811
81,4	0,003	-0,003	11,811
81,5	0,003	-0,003	11,811
81,6	0,003	-0,003	11,969
81,7	0,003	-0,003	11,811
81,8	0,004	-0,003	11,811
81,9	0,004	-0,003	11,969
82,0	0,004	-0,003	11,969
82,1	0,005	-0,003	11,811
82,2	0,006	0,005	11,811
82,3	0,006	-0,003	11,811
82,4	0,006	-0,003	11,811
82,5	0,005	0,005	11,811
82,6	0,004	-0,003	11,969
82,7	0,004	0,005	11,969
82,8	0,005	-0,003	11,969
82,9	0,007	0,005	11,969
83,0	0,007	-0,003	11,811
83,1	0,007	-0,003	11,969
83,2	0,006	0,005	11,969
83,3	0,005	-0,003	11,969
83,4	0,005	0,005	11,969
83,5	0,006	0,005	11,969
83,6	0,006	-0,003	11,811
83,7	0,005	-0,003	11,811
83,8	0,004	-0,003	11,969
83,9	0,003	-0,003	11,969
